timestamps,open,high,close,low,volume,amount
1993-05-12,6844.0000,7015.6000,7002.6000,6844.0000,138687400,971172387240.00
1993-05-13,7041.3000,7130.4000,7108.8000,7041.3000,242120910,1721189125008.00
1993-05-14,7105.8000,7105.8000,7005.3000,6973.8000,126887280,888883462584.00
1993-05-17,7039.1000,7149.2000,7124.1000,7039.1000,165181200,1176767386920.00
1993-05-18,7123.6000,7152.1000,7149.3000,7095.0000,287921400,2058436465020.00
1993-05-19,7142.5000,7142.5000,7093.9000,7090.7000,151243530,1072906477467.00
1993-05-20,7089.9000,7133.9000,7119.0000,7029.7000,109879136,782229569184.00
1993-05-21,7163.1000,7233.4000,7170.0000,7163.1000,105705248,757906628160.00
1993-05-24,7170.0000,7274.5000,7271.9000,7170.0000,113950992,828640218724.80
1993-05-25,7278.7000,7374.1000,7368.2000,7249.5000,143179070,1054972023574.00
1993-05-26,7373.3000,7383.2000,7349.7000,7313.4000,112179584,824486288524.80
1993-05-27,7359.2000,7459.1000,7447.2000,7359.2000,157249040,1171065050688.00
1993-05-28,7460.9000,7528.7000,7397.9000,7391.2000,134696490,996471163371.00
1993-05-31,7391.5000,7404.3000,7372.2000,7344.3000,72207840,532330638048.00
1993-06-01,7364.1000,7407.9000,7375.8000,7320.8000,69878160,515407332528.00
1993-06-02,7370.0000,7372.2000,7322.2000,7317.2000,70550480,516584724656.00
1993-06-03,7305.1000,7305.1000,7155.1000,7138.7000,135637340,970498731434.00
1993-06-04,7145.5000,7240.5000,7157.5000,7109.0000,121328608,868409511760.00
1993-06-07,7156.1000,7156.1000,7124.7000,7094.3000,60003360,427505938992.00
1993-06-08,7124.7000,7266.9000,7259.7000,7124.7000,83038080,602831549376.00
1993-06-09,7258.8000,7347.0000,7339.1000,7258.8000,0,0.00
1993-06-10,7322.1000,7322.1000,7260.6000,7257.9000,61262128,444799806556.80
1993-06-11,7262.1000,7287.9000,7266.7000,7247.9000,60482560,439508618752.00
1993-06-15,7286.6000,7347.1000,7283.5000,7280.7000,68066352,495761274792.00
1993-06-16,7281.3000,7314.8000,7304.8000,7230.2000,101150960,738887532608.00
1993-06-17,7304.8000,7304.8000,7189.1000,7156.3000,71376256,513131042009.60
1993-06-18,7184.2000,7249.9000,7200.8000,7104.3000,95695504,689084185203.20
1993-06-21,7188.1000,7188.1000,7003.6000,7003.6000,75413808,528168145708.80
1993-06-22,7003.6000,7065.8000,7046.7000,6981.0000,81480976,574171993579.20
1993-06-23,7046.7000,7097.9000,7062.6000,7046.7000,71028336,501644725833.60
1993-06-25,7049.6000,7049.6000,7014.1000,6928.1000,64984992,455811232387.20
1993-06-28,7012.3000,7166.2000,7148.1000,7012.1000,61206800,437512327080.00
1993-06-29,7148.1000,7172.8000,7107.5000,7068.9000,56951984,404786226280.00
1993-06-30,7107.5000,7145.5000,7099.3000,7071.1000,56578256,401666012820.80
1993-07-01,7119.7000,7205.4000,7205.4000,7106.1000,59682000,430032682800.00
1993-07-02,7205.4000,7236.5000,7217.9000,7135.3000,77222864,557386910065.60
1993-07-05,7248.0000,7339.6000,7205.4000,7189.5000,64260720,463024191888.00
1993-07-06,7185.8000,7196.8000,7168.3000,7129.3000,50448272,361628348177.60
1993-07-07,7168.3000,7196.7000,7141.1000,7138.0000,264089050,1885886314955.00
1993-07-08,7135.6000,7169.3000,7122.4000,7105.7000,61510160,438099963584.00
1993-07-09,7122.4000,7188.8000,7070.6000,7070.6000,74340944,525635078646.40
1993-07-12,7070.6000,7070.6000,6952.6000,6903.4000,77126096,536226895049.60
1993-07-13,6951.3000,6981.2000,6956.1000,6914.9000,82857008,576361633348.80
1993-07-14,6957.4000,7028.6000,6955.5000,6955.5000,73773328,513130382904.00
1993-07-15,6955.5000,7002.2000,6978.5000,6950.3000,59457168,414921846888.00
1993-07-16,6978.5000,6978.5000,6925.2000,6923.8000,50849216,352140990643.20
1993-07-19,6923.2000,6923.2000,6813.7000,6775.7000,93025392,633847113470.40
1993-07-20,6814.6000,6856.6000,6846.8000,6767.7000,72124288,493820575078.40
1993-07-21,6848.1000,6891.8000,6840.0000,6819.0000,51559728,352668539520.00
1993-07-22,6832.8000,6832.8000,6760.0000,6748.0000,58656272,396516398720.00
1993-07-23,6758.0000,6758.0000,6750.3000,6707.9000,65146256,439756771876.80
1993-07-26,6751.0000,6876.3000,6858.1000,6751.0000,44396528,304475828676.80
1993-07-27,6868.9000,6925.0000,6866.0000,6845.8000,72981312,501089688192.00
1993-07-28,6861.3000,6908.2000,6903.2000,6838.2000,56185136,387857230835.20
1993-07-29,6902.9000,6939.3000,6899.9000,6874.2000,80318512,554189700948.80
1993-07-30,6899.9000,7004.9000,6989.0000,6899.0000,61725744,431401224816.00
1993-08-02,6989.0000,7066.4000,7029.0000,6989.0000,44971088,316101777552.00
1993-08-03,7044.2000,7212.8000,7211.8000,7044.2000,79373072,572422720649.60
1993-08-04,7226.5000,7262.6000,7164.2000,7148.5000,99726032,714457238454.40
1993-08-05,7211.4000,7310.7000,7307.5000,7211.4000,86206144,629951397280.00
1993-08-06,7293.1000,7399.9000,7396.8000,7281.6000,85680176,633759125836.80
1993-08-09,7409.4000,7497.8000,7382.2000,7376.8000,75724928,559016563481.60
1993-08-10,7405.2000,7434.9000,7329.8000,7283.7000,79979296,586232243820.80
1993-08-11,7327.6000,7357.6000,7357.6000,7298.7000,78092032,574569934643.20
1993-08-12,7366.5000,7411.6000,7339.6000,7334.5000,60714960,445623520416.00
1993-08-13,7348.6000,7401.6000,7392.3000,7314.6000,64338896,475612420900.80
1993-08-16,7392.3000,7489.5000,7489.5000,7392.3000,63473056,475381452912.00
1993-08-17,7500.1000,7541.8000,7528.8000,7485.0000,83160528,626098983206.40
1993-08-18,7539.4000,7570.0000,7561.0000,7492.7000,87102704,658583544944.00
1993-08-19,7556.6000,7615.1000,7605.3000,7530.0000,103655264,788329379299.20
1993-08-20,7591.9000,7591.9000,7545.4000,7504.3000,113287696,854800981398.40
1993-08-23,7546.9000,7549.9000,7388.4000,7388.4000,96625552,713908228396.80
1993-08-24,7361.7000,7385.9000,7327.7000,7313.8000,74889968,548771218513.60
1993-08-25,7326.4000,7370.4000,7265.6000,7265.6000,69424864,504413291878.40
1993-08-26,7272.8000,7449.1000,7449.1000,7272.8000,79073472,589026200275.20
1993-08-27,7440.5000,7440.5000,7423.0000,7371.1000,72426576,537622473648.00
1993-08-31,7423.0000,7551.8000,7549.7000,7423.0000,97913232,739215527630.40
1993-09-01,7559.4000,7589.6000,7542.2000,7520.8000,70323272,530392182078.40
1993-09-02,7534.8000,7538.3000,7493.5000,7444.8000,54914436,411501326166.00
1993-09-03,7493.5000,7551.7000,7512.1000,7486.2000,68469552,514350121579.20
1993-09-06,7504.9000,7522.3000,7519.7000,7482.8000,57737092,434165610712.40
1993-09-07,7519.7000,7563.5000,7546.7000,7513.2000,66547288,502212418349.60
1993-09-08,7546.4000,7613.0000,7607.1000,7523.9000,85784432,652570752667.20
1993-09-09,7607.6000,7663.6000,7586.8000,7586.8000,87291496,662263121852.80
1993-09-10,7588.0000,7612.2000,7593.5000,7549.8000,44894136,340903621716.00
1993-09-13,7594.4000,7615.8000,7476.0000,7470.8000,46571564,348169012464.00
1993-09-14,7476.0000,7497.2000,7473.9000,7436.3000,46724020,349210653078.00
1993-09-15,7486.2000,7541.0000,7488.8000,7484.7000,36198928,271086532006.40
1993-09-16,7481.1000,7491.3000,7418.1000,7408.3000,49179564,364818923708.40
1993-09-20,7394.8000,7407.4000,7390.6000,7298.5000,54352828,401700010616.80
1993-09-21,7383.4000,7495.3000,7495.3000,7376.2000,49382452,370136292475.60
1993-09-22,7500.9000,7517.6000,7478.9000,7460.0000,53659160,401311491724.00
1993-09-23,7480.3000,7591.0000,7581.0000,7480.3000,69436448,526397712288.00
1993-09-24,7525.3000,7531.5000,7525.1000,7422.7000,75136416,565409044041.60
1993-09-27,7523.4000,7543.8000,7452.1000,7445.9000,48373608,360484964176.80
1993-09-28,7462.6000,7497.9000,7470.5000,7452.6000,45192420,337609973610.00
1993-09-29,7461.0000,7553.6000,7551.1000,7461.0000,46970104,354675952314.40
1993-09-30,7578.1000,7678.6000,7676.2000,7578.1000,92156960,707415256352.00
1993-10-04,7674.4000,7763.9000,7744.3000,7668.7000,91049984,705118391091.20
1993-10-05,7750.3000,7878.4000,7869.5000,7750.3000,105859392,833060485344.00
1993-10-06,7899.4000,8043.6000,8041.6000,7899.4000,143522520,1154150696832.00
1993-10-07,8017.2000,8082.1000,8066.8000,7950.1000,113490856,915508037180.80
1993-10-08,8034.3000,8034.3000,8005.6000,7961.8000,64361608,515253289004.80
1993-10-11,8035.0000,8195.2000,8192.2000,8035.0000,125139760,1025169941872.00
1993-10-12,8315.0000,8320.7000,8253.5000,8231.1000,169182090,1396344379815.00
1993-10-13,8241.0000,8304.4000,8293.0000,8174.1000,95069320,788409870760.00
1993-10-14,8292.7000,8419.3000,8412.4000,8280.2000,99262496,835035821350.40
1993-10-15,8592.4000,8777.1000,8764.0000,8592.4000,190324560,1668004443840.00
1993-10-18,8768.1000,9054.0000,9031.1000,8702.0000,184591150,1667061134765.00
1993-10-19,8988.8000,8997.7000,8861.4000,8851.2000,165091800,1462944476520.00
1993-10-20,8812.7000,8961.5000,8902.8000,8732.6000,139822600,1244812643280.00
1993-10-21,8929.1000,9044.7000,8882.7000,8882.7000,104978064,932488649092.80
1993-10-22,8871.9000,8871.9000,8719.3000,8695.7000,112832216,983817940968.80
1993-10-25,8719.3000,8805.1000,8767.5000,8624.5000,87610488,768124953540.00
1993-10-26,8761.1000,8825.6000,8790.9000,8750.2000,66936120,588428737308.00
1993-10-27,8781.5000,8914.5000,8903.2000,8781.5000,94793928,843969299769.60
1993-10-28,8914.6000,9010.3000,9010.3000,8914.6000,100126400,902168901920.00
1993-10-29,9023.8000,9386.7000,9329.1000,9023.8000,154015020,1436821523082.00
1993-11-01,9378.8000,9710.1000,9629.2000,9378.8000,163232490,1571798292708.00
1993-11-02,9629.2000,9716.4000,9642.9000,9561.5000,143005920,1378991785968.00
1993-11-03,9600.5000,9600.5000,9352.1000,9341.6000,98734848,923378171980.80
1993-11-04,9346.4000,9353.3000,9204.9000,9189.1000,106633760,981553097424.00
1993-11-05,9164.0000,9164.0000,8996.9000,8834.7000,99891392,898712864684.80
1993-11-08,9157.2000,9178.0000,9178.0000,8884.3000,81544216,748412814448.00
1993-11-09,9167.8000,9273.2000,9088.5000,9059.1000,59487028,540647853978.00
1993-11-10,9109.9000,9325.4000,9325.4000,9109.9000,80564008,751291600203.20
1993-11-11,9346.0000,9714.2000,9674.8000,9346.0000,128480768,1243025734246.40
1993-11-12,9676.1000,9726.9000,9701.3000,9600.9000,130191648,1263028234742.40
1993-11-15,9709.0000,9825.5000,9733.3000,9709.0000,129559936,1261045725068.80
1993-11-16,9683.0000,9703.8000,9683.7000,9605.2000,77121272,746819261666.40
1993-11-17,9675.9000,9675.9000,9507.0000,9493.4000,73563024,699363669168.00
1993-11-18,9327.0000,9454.6000,9335.4000,9166.0000,101451024,947085889449.60
1993-11-19,9321.6000,9360.1000,9263.9000,9193.0000,99635152,923010084612.80
1993-11-22,9267.4000,9333.1000,9170.6000,9165.3000,57317892,525639460375.20
1993-11-23,9109.9000,9109.9000,9036.0000,8923.0000,71214776,643496715936.00
1993-11-24,9027.9000,9256.5000,9238.1000,9017.3000,76439176,706152751805.60
1993-11-25,9247.3000,9360.3000,9286.3000,9213.1000,65654492,609687309059.60
1993-11-26,9283.9000,9361.1000,9274.4000,9224.2000,68617040,636381875776.00
1993-11-29,9205.5000,9205.5000,9012.8000,8870.6000,78430064,706874480819.20
1993-11-30,9012.6000,9125.2000,9125.2000,8924.0000,61448612,560730874222.40
1993-12-01,9142.9000,9263.9000,9254.0000,9102.9000,71814512,664571494048.00
1993-12-02,9270.9000,9367.5000,9238.2000,9238.2000,69879144,645557508100.80
1993-12-03,9238.2000,9315.2000,9294.4000,9222.0000,65845004,611989805177.60
1993-12-06,9294.4000,9617.4000,9609.7000,9288.6000,88591696,851339621051.20
1993-12-07,9696.2000,9937.4000,9736.6000,9696.2000,129951768,1265288384308.80
1993-12-08,9757.1000,9793.0000,9750.2000,9644.8000,79942608,779456416521.60
1993-12-09,9767.4000,9990.3000,9990.3000,9752.5000,388619640,3882426789492.00
